sample,ENSG00000163682.15,ENSG00000181449.3,ENSG00000179603.17,ENSG00000109670.13,ENSG00000133703.11,ENSG00000178568.13,ENSG00000079999.13,ENSG00000077782.19,ENSG00000159216.18,ENSG00000141510.15
TCGA-58-8388-01,9.3768,-0.0725,-2.0529,4.0739,2.7227,-3.6259,5.0206,7.6429,4.8905,3.6347
TCGA-18-4721-01,9.5798,7.0630,-2.1140,3.2359,3.8360,-2.1779,6.7451,4.6668,3.6657,5.5085
TCGA-56-A4BY-01,8.8973,7.2455,-2.5479,4.1359,4.3090,-1.3183,6.1239,3.9819,4.7882,4.3392
TCGA-37-4132-01,11.8913,5.6285,2.8137,2.4934,3.0411,-2.4659,5.0943,7.195,3.0376,4.4344
TCGA-66-2727-01,10.4889,5.9814,-0.4131,2.2813,3.8481,-3.4580,6.2265,3.6578,3.3278,5.1910
TCGA-18-3415-01,10.1767,6.5401,-1.7809,2.8522,3.2220,-6.5064,6.2585,3.3506,3.5510,5.3855
TCGA-34-5927-01,8.4170,6.8043,-0.9406,2.9300,3.8710,-0.3752,5.8422,5.9028,5.0930,3.3235
TCGA-22-5473-01,9.6884,6.6978,-2.2447,2.2391,4.4006,-2.5479,6.3507,3.9431,3.3689,2.7910
TCGA-O2-A52V-01,9.1886,6.4035,-2.2447,2.6302,3.8401,-3.3076,5.6209,3.6714,4.4764,4.9041
TCGA-22-1005-01,10.2375,1.7702,-0.4719,3.8136,2.3871,-1.7809,4.3378,3.3321,3.8421,4.3046
TCGA-60-2713-01,9.2834,7.4983,-1.3183,2.8858,3.5657,-4.6082,5.6041,5.9598,4.4588,3.3591
TCGA-85-8288-01,9.0912,4.6445,-1.8836,2.8076,3.2343,-4.0350,5.7353,4.8274,4.7329,3.1278
TCGA-66-2789-01,10.2478,5.0558,-2.2447,3.1458,3.6486,-2.3884,4.6668,5.8922,4.3506,4.5571
TCGA-85-8351-01,9.7647,3.1507,-4.0350,2.9071,3.2526,-2.3884,4.6882,3.1685,3.7094,5.5638
TCGA-56-7579-01,8.7613,6.9933,-2.4659,3.9137,3.0978,-9.9658,5.5808,5.3162,3.1458,3.7909
TCGA-77-8143-01,10.0501,4.9374,-5.5735,2.9948,3.0446,-4.2934,5.4030,2.7594,4.5355,2.1670
TCGA-18-3411-01,10.8516,6.4645,-2.2447,1.4704,3.1491,-5.5735,6.0505,3.5174,3.3032,2.2872
TCGA-39-5036-01,11.0321,6.0301,-3.1714,1.6512,3.6230,-4.0350,6.7820,2.3135,2.6487,2.0810
TCGA-33-4583-01,9.8031,5.8377,-1.6394,1.2333,3.1195,-6.5064,7.4102,1.5115,3.8915,6.3787
TCGA-85-A4JB-01,8.7912,4.1261,-1.8314,3.4933,2.9747,-5.5735,4.8520,4.6617,4.8968,3.2557
TCGA-60-2707-01,9.7155,3.1955,-2.1140,2.1080,3.5436,-4.2934,4.9746,4.0739,4.7704,4.1441
TCGA-56-6545-01,8.4282,4.6702,-1.9379,3.1145,4.2389,-3.1714,5.0189,4.2788,4.7571,5.9060
TCGA-O2-A5IB-01,7.9500,5.7989,1.5758,3.6347,4.0506,-2.9324,5.4555,5.7947,5.9458,5.7687
TCGA-34-8455-01,9.3030,4.9883,-2.1779,2.4035,2.8858,-3.1714,5.4236,3.3250,4.3097,4.3632
TCGA-22-5480-01,11.3984,4.2419,-2.1779,2.4386,2.7847,-2.8262,5.5726,5.6651,4.1612,6.5497
TCGA-56-7730-11,10.2449,2.6828,-3.1714,2.3953,2.9052,0.2642,5.2732,4.1708,3.9242,3.8808
TCGA-51-4081-01,8.9544,6.9964,-1.2481,2.7951,4.6719,-6.5064,6.4525,5.2623,4.3793,6.2229
TCGA-56-8503-01,9.5725,5.0387,-0.9686,2.5263,3.3492,-9.9658,5.0304,4.3841,4.5299,5.1182
TCGA-77-6843-01,9.7339,8.0701,2.0430,2.7183,4.6312,-1.2481,6.9865,5.7751,3.3828,6.3189
TCGA-94-7943-01,9.8878,3.7877,-1.6850,2.5996,3.4197,-4.0350,6.1488,5.0939,2.8096,6.5606
TCGA-92-7341-01,8.4190,7.4984,-3.3076,2.0289,4.4693,-9.9658,5.9794,4.3883,4.4290,2.2753
TCGA-46-3766-01,10.1717,4.2773,-1.4699,2.9281,3.3535,-1.5522,4.6023,4.4595,4.0833,4.7619
TCGA-33-4533-01,10.7615,7.0156,-2.7274,1.8801,3.2374,-0.5332,5.3324,6.4111,4.6445,2.1798
TCGA-60-2711-01,9.6513,7.6526,-2.2447,2.3898,3.6184,-6.5064,5.4784,4.1724,3.7741,2.5658
TCGA-46-3769-01,10.5999,0.8568,-1.9379,1.4228,3.4143,-6.5064,5.7225,3.9270,3.5766,2.6348
TCGA-90-6837-11,8.8550,-4.2934,-2.3884,2.9186,2.5900,-0.9971,4.9002,5.4819,3.5362,4.5650
TCGA-34-8456-01,9.6112,8.4176,-0.3383,3.7678,3.1765,-5.5735,6.2331,4.3385,4.1820,4.8017
TCGA-22-5474-01,8.9759,6.7822,0.2029,2.7051,3.9792,-5.0116,7.1232,4.8390,3.5535,5.8359
TCGA-18-4086-01,10.5691,6.0715,-0.2671,2.2723,3.7571,-9.9658,6.2042,3.6301,3.3675,3.2389
TCGA-56-8504-01,8.4812,5.7565,-1.0862,2.4857,3.9289,-6.5064,5.9062,3.5486,4.0189,5.8130
TCGA-66-2795-01,10.6856,6.1256,-1.6850,1.5514,3.1162,-3.0469,5.3370,4.5620,3.6113,5.1684
TCGA-60-2712-01,10.6178,2.3592,-1.5951,3.1797,3.1797,-4.2934,5.2215,3.9874,3.7138,3.8710
TCGA-63-A5MG-01,9.1388,4.6485,-2.4659,3.5779,3.2632,-4.0350,5.3650,3.2511,4.9270,4.9805
TCGA-52-7622-01,9.0541,7.3176,0.9115,2.5487,3.9810,-1.8314,6.2873,4.0985,4.1740,4.6177
TCGA-33-4547-01,9.5272,6.3592,-2.4659,3.0110,3.7083,-3.3076,5.3335,8.1306,4.4006,4.7840
TCGA-66-2800-01,10.1577,7.8704,-3.1714,1.9452,3.6417,-3.3076,6.7418,5.1543,3.4477,5.2107
TCGA-63-A5MI-01,9.6465,5.8756,-2.3147,3.4907,3.7475,-3.3076,5.4460,5.6262,3.0671,2.4597
TCGA-NK-A5CT-01,9.0297,3.0305,-2.9324,2.0673,2.9071,-4.6082,5.3470,0.9935,3.5887,3.8391
TCGA-43-8118-01,9.5131,5.8783,-3.3076,2.5112,3.5149,-2.4659,5.4132,3.6006,4.0260,4.5705
TCGA-21-1077-01,9.2690,7.7800,-0.9971,2.5011,3.7039,-2.8262,5.4793,4.5904,4.3148,2.6624
TCGA-18-3416-01,9.2482,6.4029,-0.4521,3.2900,3.3032,-6.5064,6.5435,3.0181,3.3619,3.2526
TCGA-O2-A52S-01,8.8795,7.4840,-2.3147,2.5634,3.4304,-6.5064,6.5587,3.4713,3.9127,5.3862
TCGA-77-7335-01,9.8837,7.0739,-0.9406,2.6161,3.6125,-6.5064,5.7247,4.4829,4.7426,4.8289
TCGA-51-4079-11,9.2226,-0.7834,-2.3884,2.6850,2.7227,-0.3022,4.7893,4.9991,3.7582,4.0901
TCGA-21-5783-01,9.3694,3.3745,-1.3183,2.9839,3.4331,-5.5735,4.5699,5.8027,4.1211,5.8038
TCGA-34-5236-01,9.4692,5.8934,-1.6394,2.0673,3.1829,-6.5064,5.5043,4.7603,4.5994,4.7033
TCGA-22-1011-01,9.0273,5.3274,-1.1172,3.7971,3.4075,-4.2934,5.3381,3.2587,4.5392,4.9203
TCGA-63-A5MU-01,10.4298,6.2171,-1.8314,1.9377,2.8681,-9.9658,6.0976,3.7836,3.5312,4.8048
TCGA-O2-A52W-01,9.6097,6.4103,-2.3884,2.8280,4.3744,-2.3147,5.7230,6.3735,3.7877,5.4118
TCGA-21-1075-01,11.5006,7.6011,-0.1665,2.2960,4.1652,-3.6259,6.3151,2.9839,3.1572,1.9822
TCGA-56-7582-01,9.9797,6.4632,-1.3548,2.0638,3.8973,-2.6349,6.5534,3.6405,4.1219,2.7444
TCGA-85-6560-01,9.8962,0.9935,-1.4305,3.7982,6.5741,-1.7322,5.1408,7.3063,3.0533,5.7159
TCGA-46-6026-01,11.2381,7.6762,-1.9942,2.8076,3.3250,-3.8160,5.2732,4.2899,2.2019,5.7407
TCGA-22-5477-01,8.7334,8.3634,0.9038,3.3163,5.5264,-2.3884,7.0318,4.8515,4.1482,5.8240
TCGA-66-2753-01,10.0799,4.5583,-1.8314,2.7700,3.6018,-2.5479,4.6866,6.1787,3.8023,3.6486
TCGA-21-1079-01,8.7232,1.7786,-1.9379,2.5756,3.1062,-9.9658,5.3779,3.9920,3.9459,4.9951
TCGA-85-8664-01,10.0079,5.6778,-2.9324,1.9786,2.8442,-6.5064,5.4436,7.0432,3.5349,5.4155
TCGA-NC-A5HJ-01,9.7254,3.7909,-2.8262,3.0619,3.5584,-1.2481,5.3338,3.8837,4.3413,3.3105
TCGA-70-6723-01,7.9764,6.9548,-2.4659,2.6185,3.7909,-9.9658,7.0256,3.3869,4.0875,3.2435
TCGA-66-2763-01,10.0244,5.5735,-1.3183,2.4008,4.0782,-3.8160,5.8980,3.5510,3.4237,5.7415
TCGA-68-A59I-01,8.7181,5.5432,-1.5105,3.6382,3.8289,-4.6082,4.6804,5.6991,4.5398,4.0541
TCGA-22-5481-01,10.8167,-1.9379,-0.8084,3.1620,3.1145,-3.4580,5.5738,2.9710,3.9147,6.3818
TCGA-85-A511-01,8.8812,6.7336,-1.3183,3.3177,4.8269,-6.5064,5.9878,4.5820,4.7274,5.4944
TCGA-63-A5MH-01,10.8075,3.4894,-2.8262,2.5263,3.0740,-5.0116,5.8924,6.3237,5.8392,5.4367
TCGA-22-4609-11,9.0975,-1.1172,-1.4699,2.7183,3.1829,0.8805,4.5261,4.3031,3.6289,3.7378
TCGA-66-2769-01,10.1446,1.9188,-3.0469,2.3871,4.2119,-2.6349,4.6736,4.9887,4.0610,5.7908
TCGA-56-8082-11,9.1072,0.5859,-2.0529,3.1572,3.5935,-1.1172,4.4370,5.2365,4.8802,3.8847
TCGA-77-7338-01,9.6414,6.6094,-2.8262,2.3423,4.3220,-2.7274,6.3676,3.2692,5.1359,4.7485
TCGA-51-6867-01,9.7724,7.5339,-0.1504,2.8819,4.5844,-4.6082,5.9709,3.6589,3.8013,5.0414
TCGA-63-A5MR-01,8.9230,5.5367,-4.0350,2.7183,3.5718,-4.2934,4.8837,2.5658,4.5436,3.9327
TCGA-56-8083-11,9.1089,-1.9942,-0.6643,2.5413,2.7357,-1.2481,4.9463,4.9855,3.3163,3.5706
TCGA-43-7657-11,9.5157,2.2082,-1.9379,2.7721,2.8542,-0.1187,4.8630,4.9463,3.8601,4.1986
TCGA-22-0944-01,11.2072,6.4861,-2.9324,2.5213,3.8630,-4.6082,5.9750,2.4386,3.0688,5.3136
TCGA-85-8049-01,9.4692,5.7377,-2.5479,2.7951,3.5098,-2.1140,5.8924,4.5565,4.6747,4.7746
TCGA-56-7731-11,9.2156,-1.1172,-2.4659,2.4727,3.3192,-1.4699,5.0286,4.5367,4.2227,3.9496
TCGA-77-8156-01,8.7557,7.5853,-1.7322,2.1606,4.0375,-6.5064,6.1258,4.8177,4.0233,5.5123
TCGA-77-8153-01,8.0724,7.7117,-1.9379,2.4144,3.5187,-6.5064,6.6865,4.4115,3.7857,4.2450
TCGA-22-5482-11,9.5242,0.9038,-0.4521,2.6873,3.0515,-0.7346,4.7571,5.0405,3.8269,4.3292
TCGA-98-A53C-01,9.9626,0.4967,-3.4580,3.4958,3.1112,-1.7322,4.8074,4.9964,4.2646,3.9865
TCGA-90-7964-01,9.2546,4.5952,-1.8836,2.0604,2.9262,-2.4659,5.7774,2.8502,3.9412,2.2452
TCGA-58-8393-01,8.6018,5.6082,-2.1779,2.6783,3.3393,-3.6259,6.2438,2.9802,4.0549,5.1157
TCGA-85-8352-01,9.7261,7.7262,-1.8836,2.0912,3.0585,-0.5756,5.1449,4.1740,1.4281,1.6920
TCGA-77-A5GF-01,9.9364,7.4858,0.0580,2.8422,3.5935,-9.9658,6.9975,4.1555,3.5742,6.3313
TCGA-21-1080-01,10.0112,3.6759,-3.3076,2.0810,3.2870,-6.5064,5.3459,2.5061,4.2025,5.0304
TCGA-66-2755-01,10.6875,4.9824,-0.3201,2.0111,2.9948,-6.5064,6.1133,4.3597,3.0876,6.7307
TCGA-O2-A52N-01,10.0321,3.1939,-2.9324,2.7847,2.9655,-5.0116,5.0126,2.6278,5.2877,3.9728
TCGA-43-2578-01,8.7359,6.1029,0.0440,2.4063,3.7432,-1.9379,5.4486,7.2194,4.4006,4.4569
TCGA-33-6738-01,8.7414,6.1887,-3.8160,3.2811,3.5124,-5.5735,6.2081,6.0477,4.2669,1.9822
TCGA-63-A5MP-01,9.7333,7.3728,-1.4699,2.9820,5.3313,-3.6259,5.5370,4.6977,3.5187,2.8974
TCGA-33-4589-01,12.0214,1.4600,-5.5735,0.8164,2.6940,-9.9658,5.4387,-1.1172,1.3283,0.4967
TCGA-34-8454-11,9.8579,-0.5973,-5.0116,2.6940,2.7314,-0.8339,4.8555,5.2461,3.5449,4.0046
TCGA-56-8309-01,9.0147,5.0440,-0.8084,3.5657,3.1620,-3.4580,6.0936,3.8187,3.6006,5.0140
TCGA-21-1078-01,10.9009,-2.2447,-3.1714,2.5137,3.3206,-2.1779,5.5485,0.3685,4.2358,6.1088
TCGA-22-5481-11,10.0903,0.9268,-2.9324,2.4332,2.8034,-0.7346,5.1449,4.5547,3.7464,4.0549
TCGA-34-2600-01,9.4557,5.5126,-4.0350,2.0844,3.4517,-0.7834,5.8975,1.5758,3.9060,5.5787
TCGA-77-8138-01,8.6594,3.4007,-2.9324,2.1345,3.9552,-3.4580,4.4297,3.3407,4.0713,5.3643
TCGA-66-2765-01,9.2560,3.5161,-3.4580,1.5661,2.2330,-5.0116,5.5604,2.2663,3.1701,3.1212
TCGA-43-6647-11,8.8635,-1.2481,-1.5951,2.4465,3.1409,0.0440,4.7955,5.2262,3.9524,4.0824
TCGA-56-7730-01,9.3096,8.6505,-3.3076,2.9562,3.8837,-5.0116,6.7604,5.1119,4.1061,5.6127
TCGA-63-A5MT-01,9.8605,3.2959,-4.6082,2.3337,2.9148,-6.5064,5.6832,4.2973,3.8054,2.5634
TCGA-22-5492-01,8.7077,4.9416,-1.2481,2.9929,3.5621,-3.4580,4.7198,4.3632,4.2009,3.2617
TCGA-34-5239-01,9.6103,4.2434,-1.4305,2.8602,3.4804,-4.0350,5.4935,5.5485,4.7507,4.1086
TCGA-NC-A5HD-01,10.4456,6.7714,-3.1714,3.1045,3.1813,-9.9658,6.0081,6.0557,2.2872,5.0905
TCGA-63-A5M9-01,10.0233,7.8669,-1.9379,3.2707,4.6730,-3.6259,6.9220,6.1665,3.4129,4.3227
TCGA-85-8048-01,8.9327,5.3067,-3.8160,3.0550,3.5473,-2.4659,5.6378,5.5364,4.0260,4.0136
TCGA-NC-A5HK-01,9.4260,-3.4580,-3.0469,2.6624,3.6578,-9.9658,5.4954,5.6857,3.5399,5.0471
TCGA-66-2766-01,10.9849,5.9706,-2.1140,2.4518,3.1781,-4.6082,6.8381,2.8760,2.3649,4.9874
TCGA-56-8622-01,9.2811,1.6875,-2.4659,2.7227,2.6208,-3.1714,5.4532,3.7280,5.3830,3.8719
TCGA-85-7950-01,9.1367,5.9775,-0.6643,2.6873,3.8581,-4.6082,6.0674,4.3924,3.7280,7.1441
TCGA-NC-A5HG-01,9.3026,1.9895,-4.2934,2.9544,3.2796,-9.9658,5.2593,1.5115,3.2557,4.8739
TCGA-56-8623-01,10.2081,2.6043,-2.1779,2.5338,2.8076,-0.3566,4.7340,4.2548,4.1986,3.5596
TCGA-34-A5IX-01,9.6275,3.1653,-2.3147,2.1925,2.0878,-4.0350,6.0894,3.0654,3.2677,4.5386
TCGA-77-8009-01,7.9883,7.5056,0.7321,1.5366,3.2796,-5.0116,8.7639,3.3842,4.1780,5.3622
TCGA-39-5019-01,9.8489,7.3389,-1.4699,2.6828,4.1359,-3.6259,5.2064,5.4016,3.6382,2.8701
TCGA-22-5489-11,9.6089,2.6114,-2.1140,2.4492,2.3898,-0.4521,4.9892,4.6000,3.9552,4.5994
TCGA-94-8490-01,8.2512,7.0598,-2.9324,1.7141,3.4596,-3.3076,6.5626,3.1079,4.1836,1.9931
TCGA-85-7697-01,8.7888,6.0775,-1.7809,2.6208,4.0055,-2.4659,5.7101,4.0532,4.1946,4.5705
TCGA-51-4080-01,12.2748,7.6304,-3.1714,2.4008,3.5136,-6.5064,6.3822,1.2147,3.2900,5.1388
TCGA-60-2710-01,8.1698,7.1516,-1.7322,3.2752,3.8002,-2.6349,6.4962,4.8949,4.2958,5.6317
TCGA-58-8392-01,8.5708,8.0752,-3.4580,2.4675,3.9440,-3.4580,6.6410,2.4831,3.1971,5.3775
TCGA-18-3407-01,9.2508,6.3987,-2.3147,2.6418,2.9128,-4.0350,6.9901,2.9375,4.5028,2.9929
TCGA-LA-A446-01,9.5035,6.5990,-2.7274,2.4063,4.4081,-3.3076,6.9059,3.6219,3.0498,4.5318
TCGA-96-8169-01,8.7506,3.8431,-2.9324,3.0287,3.0825,-2.7274,5.0343,3.8167,4.6165,3.5584
TCGA-34-5241-01,10.1938,4.9160,-2.9324,1.8957,3.9079,-4.0350,5.0833,3.8044,3.3464,3.0515
TCGA-77-7140-01,10.5471,7.0009,-1.8314,1.3511,4.0790,-6.5064,6.1683,3.3800,3.3759,5.9973
TCGA-18-3417-01,10.2166,3.9938,-0.7108,1.0983,3.2220,-9.9658,4.5808,4.1796,3.6347,3.1491
TCGA-85-8355-01,9.5134,6.6655,-3.0469,3.3591,3.8905,-4.0350,5.2327,4.1563,3.7149,5.0588
TCGA-85-7710-11,9.9584,1.1050,-3.6259,3.2002,3.2900,-0.2159,4.7913,4.4397,3.7561,4.6451
TCGA-18-3419-01,9.6175,4.9036,-3.0469,2.9948,3.7625,-6.5064,5.5466,1.4962,4.4476,4.1078
TCGA-94-7033-01,9.2894,5.3827,-3.0469,2.1798,2.2693,-4.0350,6.6440,3.0145,3.5073,5.2292
TCGA-39-5022-01,8.8068,5.2208,-0.0130,3.4129,3.1011,-3.8160,5.8082,4.2343,4.0462,3.7971
TCGA-39-5030-01,9.4198,4.3625,-0.3383,3.5436,2.6371,-4.0350,5.5043,5.6349,4.0558,3.8054
TCGA-85-8276-01,9.3310,7.1976,-2.3147,3.0358,3.0110,-1.7809,5.1437,7.6349,4.3364,5.0005
TCGA-22-5479-01,9.5960,6.6301,-5.5735,2.5112,3.3605,-3.3076,6.5938,3.5436,3.8157,2.8799
TCGA-66-2773-01,9.9086,5.8314,-2.2447,2.4985,3.5387,-3.3076,5.6907,3.7215,4.0884,4.0233
TCGA-22-5472-11,9.3068,1.3225,-2.9324,2.6693,3.2389,0.3685,4.7220,5.1962,4.4047,4.4061
TCGA-22-4607-01,10.3081,4.7877,-1.2142,1.6187,2.9802,-6.5064,7.1278,2.7117,3.5161,5.1784
TCGA-39-5040-01,9.0356,-0.2498,-4.0350,3.2205,4.4223,0.9493,4.2840,5.2586,4.3256,3.3506
TCGA-96-7544-01,10.1031,6.3209,-2.4659,2.9893,4.3931,-2.8262,5.2858,4.3285,5.2928,4.9805
TCGA-98-A53I-01,8.8176,7.6397,-1.2828,2.7551,3.3192,-5.5735,6.9240,4.5820,4.2126,3.7006
TCGA-92-7340-01,9.3396,5.6401,-2.1140,2.5061,3.4237,-4.6082,5.6384,4.3009,4.8802,3.5337
TCGA-60-2706-01,9.0529,6.0577,-2.7274,3.3492,5.3768,-1.1488,6.0184,8.4106,5.1704,2.8602
TCGA-63-5131-01,9.2659,6.1577,-5.5735,2.3981,3.7709,-3.1714,5.3615,4.9208,3.6748,5.0993
TCGA-85-8070-01,11.2021,7.4778,-2.6349,2.3677,4.1891,-3.6259,5.8450,6.5983,4.5638,2.5683
TCGA-L3-A4E7-01,8.8114,6.2750,-0.6873,2.9375,3.0393,-3.3076,5.5577,2.9562,4.3653,4.7181
TCGA-60-2720-01,11.3256,1.3454,-1.2828,1.6964,2.9765,-2.1779,5.6756,2.6738,3.6207,5.1023
TCGA-56-8083-01,8.0845,4.3917,0.4447,1.9638,3.3264,-1.3921,4.6674,6.4323,4.7181,4.3206
TCGA-94-8035-01,9.2842,6.3709,-2.9324,2.4857,3.1987,-2.6349,6.3630,1.9149,4.0348,5.5961
TCGA-34-5231-01,9.0012,6.9300,-2.0529,2.7889,3.8461,0.5568,6.1239,2.7784,3.9506,2.7161
TCGA-33-4587-01,9.3995,4.7263,-1.4305,4.1986,3.6816,-3.0469,5.2365,4.8630,5.0418,7.0855
TCGA-85-A510-01,9.3192,6.2717,-3.6259,3.0568,3.8847,-3.0469,5.2873,5.2540,3.9478,5.2400
TCGA-37-A5EN-01,10.9334,8.7738,0.3907,3.0110,4.0383,-5.5735,5.7952,6.7803,4.8510,4.9050
TCGA-94-A5I4-01,9.3126,7.5228,-1.6394,2.4727,5.0657,-3.8160,6.0822,3.0706,3.3148,2.6464
TCGA-43-6143-01,8.8712,4.6059,-1.4699,4.7793,3.4609,-3.6259,5.8783,3.5535,4.6171,5.8664
TCGA-66-2778-01,11.7945,5.6966,-4.6082,1.2636,3.2557,-4.2934,5.8071,0.6332,2.3649,2.0912
TCGA-22-0940-01,10.4648,3.0944,-1.8314,2.6067,3.4907,-4.2934,4.9137,3.3293,3.8769,3.6148
TCGA-63-7020-01,8.2546,5.3827,-4.2934,2.4701,3.4569,-3.0469,5.3274,4.0584,3.7593,4.6065
TCGA-NC-A5HQ-01,9.5852,6.4766,-3.0469,3.3577,4.0225,-4.2934,5.6562,2.5061,3.8208,4.4263
TCGA-96-7545-01,10.2543,6.5932,-2.5479,2.5900,4.2396,-1.6394,5.9729,4.3097,4.2965,4.9640
TCGA-66-2791-01,9.7133,6.4211,0.5763,2.8055,3.2174,-2.5479,6.4286,3.4183,3.6961,5.2052
TCGA-66-2788-01,9.1264,4.2609,-1.9942,2.9784,3.3435,-4.6082,4.4562,4.1425,4.1660,3.1733
TCGA-22-5483-01,9.7134,5.7323,2.3337,2.1670,3.6335,-1.7809,7.0448,8.0571,3.7614,3.3235
TCGA-21-5787-01,10.1282,-1.7322,-2.5479,1.9415,2.9052,-4.2934,5.3082,2.4279,3.5073,5.0304
TCGA-68-7756-01,8.9376,5.4806,-3.1714,2.4831,3.2766,-3.0469,5.5160,3.3549,4.0773,3.1129
TCGA-92-8064-01,9.3914,7.4101,-1.3183,3.1892,3.8660,-9.9658,6.7723,3.0688,4.3456,4.6960
TCGA-79-5596-01,8.5157,7.5947,-5.0116,3.5982,3.2466,-3.6259,6.1067,3.8837,4.2304,2.7379
TCGA-77-8133-01,8.8971,8.0954,-0.9971,2.4332,4.2958,-5.0116,5.9298,4.7410,4.4169,5.1631
TCGA-43-7658-01,9.5435,5.9006,-4.0350,2.3649,4.1153,-5.5735,5.9079,4.0216,5.2099,6.9520
TCGA-66-2787-01,10.0861,7.2786,-0.2328,2.8760,4.4887,-5.0116,6.9194,4.0295,3.6230,2.6828
TCGA-90-7767-11,10.2347,1.7786,-2.9324,2.7227,3.2481,0.0158,4.7501,4.7350,4.4297,3.9515
TCGA-51-4081-11,8.8893,0.0990,-4.2934,2.9820,2.6232,-1.3183,4.6224,4.8319,4.2862,3.9728
TCGA-66-2737-01,9.8144,5.9864,-0.5332,2.5011,3.3017,-3.8160,6.0637,4.7055,4.3335,5.7247
TCGA-56-8628-01,9.2286,6.5696,-0.9132,3.4791,3.4635,-2.7274,5.2936,6.4120,5.2586,3.6335
TCGA-68-7755-01,9.6268,7.3850,-1.5105,2.3704,3.7752,-5.0116,6.7212,4.5123,4.2204,2.3280
TCGA-77-6844-01,9.3973,6.1548,-3.6259,3.5706,3.4752,-4.6082,6.1125,3.4958,4.3800,2.6962
